,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance
95,50.0,219.70000000000005,26235396.0,3.3327891462186336,70.0,10.402682502317246,646.0,57.36067376925957,122.46166950596252,103.0,2.0,644.0,31.584382073336347,149.48918132158465,2.335981969772836,26235396.0,0.13324472021568975,7350.154834010025
96,138.0,1074.0,6656887847.0,4.741035665027286,773.0,1.735571828507382,1247.0,349.43373564624284,478.7793467165703,251.0,12.0,1235.0,298.36604996994595,614.4127251945758,0.7049493541287065,6656887847.0,0.05461138932878759,148273.3340386795
97,82.0,292.0,148932716.0,3.6282570664401685,91.0,9.914782912262892,781.0,70.0692669323226,170.68295273499734,145.0,5.0,776.0,39.67717758820394,198.86341675540152,2.2405566256480967,148932716.0,0.10925027547537305,10413.988169295162
98,70.0,669.0,427644587.0,4.563255259635494,321.0,3.746959492504091,1127.0,201.1806712702491,275.4257899776572,152.0,3.0,1124.0,139.91530244011156,369.45478199638126,1.295245448749743,427644587.0,0.06793664713704764,60637.470155177085
99,616.0,1351.0,43742350436.0,4.88940106608478,134.0,4.637448425161234,1960.0,176.46983110886856,1039.0337541598437,1069.0,159.0,1801.0,77.88334173259618,1074.853517899088,-0.7414617577148089,43742350436.0,0.060039443415081,75718.94265654702
100,246.0,1083.0,92544150440.0,3.9172422447747652,381.0,2.596604919007129,1916.0,279.3831101480848,854.2103432660085,1039.0,32.0,1884.0,207.06859871085902,915.5251550740745,-1.1775957814609745,92544150440.0,0.11705892408613978,108510.99903077609
101,245.0,644.8999999999999,305072801.0,4.176252989869037,148.0,5.990731021032731,1140.0,124.69714353719212,378.94174208144796,313.0,122.0,1018.0,71.38017589617753,415.3943779751884,1.8009976265261884,305072801.0,0.08378334800679756,28955.645361671035
102,986.0,1234.0,4889090241.0,3.7821730140021277,149.0,2.048596432078954,1309.0,76.82921406969098,1115.9751282051282,1120.0,871.0,438.0,59.72934106310114,1119.6485530324649,-0.2183032973839186,4889090241.0,0.07753491124260356,8212.395535239977
103,1127.0,1170.0,695052351.0,1.5870425083633026,24.5,3.0853935198247986,1210.0,14.068757673847525,1148.2941176470588,1148.0,1097.0,113.0,10.108551025892755,1148.4271489774783,0.1344839404413064,695052351.0,0.38606339273176365,305.53588570152925
104,138.0,1062.0,13187900400.0,5.151835867472007,689.0,3.773280973787125,2319.0,355.22835607455073,483.81111284046693,257.0,0.0,2319.0,272.4419683450915,640.7170205239635,1.1861092247642286,13187900400.0,0.04817405841117958,176445.10748117408
105,912.0,1227.0,593005430.0,3.575089352945643,275.0,1.2674851066388133,1265.0,123.37254901960785,1070.3372549019607,1070.5,883.0,382.0,112.88800426806749,1078.3115250696524,-0.007037694374069868,593005430.0,0.10283737024221455,17133.905866974244
106,167.0,278.5,46173547.0,2.8284088189955257,52.0,12.969879266530834,590.0,37.192901025801305,216.27537796976242,206.0,81.0,509.0,21.647352576395832,223.30123529587834,2.427822674980936,46173547.0,0.1852693253222247,3088.4025687016315
107,957.0,1132.0,3145298863.0,3.2562551423970074,121.0,4.811815711311541,1187.0,59.88861362540502,1052.1205372923293,1067.0,512.0,675.0,48.466272954957766,1054.4220644823217,-0.7674777019292791,3145298863.0,0.11683379270972848,4848.265074861546
